	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV421	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sycopsis sinensis chloroplast, complete genome"	Order_Chloroplast
ASV422	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus sp. B7_2BO2 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV423	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		"Acinetobacter sp. strain HK56 16S ribosomal RNA gene, partial sequence"	Acinetobacter
ASV424	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium		"Corynebacterium segmentosum strain QT301 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV425	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter		"Uncultured bacterium clone A766 16S ribosomal RNA gene, partial sequence"	Enhydrobacter
ASV426	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Primula bulleyana chloroplast, complete genome"	Order_Chloroplast
ASV427	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV428	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		"Uncultured bacterium clone A720 16S ribosomal RNA gene, partial sequence"	Brevundimonas
ASV429	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Streptomyces sp. strain M137-2 16S ribosomal RNA gene, partial sequence"	Streptomyces
ASV430	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Sphaerobacter	thermophilus	"Uncultured bacterium clone 943 16S ribosomal RNA gene, partial sequence"	Sphaerobacter
ASV431	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus		"Uncultured bacterium clone 2007WL_16S_OTU_3029 16S ribosomal RNA gene, partial sequence"	Lysinibacillus
ASV432	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV433	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		"Mycobacterium sp. SO-144 gene for 16S ribosomal RNA, partial sequence"	Mycobacterium
ASV434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		"Paracoccus sp. strain Voy50th31-1 16S ribosomal RNA gene, partial sequence"	Paracoccus
ASV435	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella		"Shigella sonnei strain SE6-1 chromosome, complete genome"	Escherichia-Shigella
ASV436	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Gynoxys mandonii isolate SEN04 voucher B:DB27409 plastid, complete genome"	Order_Chloroplast
ASV437	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sycopsis sinensis chloroplast, complete genome"	Order_Chloroplast
ASV438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium		"Agrobacterium larrymoorei strain OsEp_Plm_30P19 16S ribosomal RNA gene, partial sequence"	Neorhizobium
ASV439	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter		"Uncultured prokaryote clone 2456 16S ribosomal RNA gene, partial sequence"	Conexibacter
ASV440	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter		"Uncultured bacterium clone A1183 16S ribosomal RNA gene, partial sequence"	Caulobacter
ASV441	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV442	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV443	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Family_Burkholderiaceae		"Uncultured bacterium clone OTU505_L_1_SC_2249220 16S ribosomal RNA gene, partial sequence"	Family_Burkholderiaceae
ASV444	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus		"Uncultured bacterium clone ncd492d10c1 16S ribosomal RNA gene, partial sequence"	Salinicoccus
ASV445	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured eukaryote clone nbu54a06c1 16S ribosomal RNA gene, partial sequence; plastid"	Order_Chloroplast
ASV446	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium		"Uncultured bacterium clone OTU_74 16S ribosomal RNA gene, partial sequence"	Mesorhizobium
ASV448	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		"Uncultured Rhodospirillaceae bacterium clone 2d_38042 16S ribosomal RNA gene, partial sequence"	Reyranella
ASV449	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sycopsis sinensis chloroplast, complete genome"	Order_Chloroplast
ASV450	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus sp. B7_2BO2 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV451	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV452	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV453	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Arboricoccus		"Uncultured bacterium clone 16S(V3-V4)-6739 16S ribosomal RNA gene, partial sequence"	Arboricoccus
ASV454	Bacteria	Firmicutes	Bacilli	Bacillales	Salisediminibacteriaceae	Salipaludibacillus		"Bacillus sp. MB09 16S ribosomal RNA gene, partial sequence"	Salipaludibacillus
ASV455	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Pseudonocardia sp. Ch100 gene for 16S ribosomal RNA, partial sequence"	Pseudonocardia
ASV456	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter		"Arthrobacter sp. strain JJ-1 16S ribosomal RNA gene, partial sequence"	Pseudarthrobacter
ASV457	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Family_Reyranellaceae		"Uncultured bacterium clone 6-515yF-926pfR:20 16S ribosomal RNA gene, partial sequence"	Family_Reyranellaceae
ASV458	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV459	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Family_Bacillaceae		"Bacillus sp. (in: Bacteria) strain A21 16S ribosomal RNA gene, partial sequence"	Family_Bacillaceae
ASV460	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV461	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		"Streptococcus sp. Marseille-Q2617 partial 16S rRNA gene, strain Marseille-Q2617"	Streptococcus
ASV462	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia		"Uncultured bacterium clone dongzytff38663 16S ribosomal RNA gene, partial sequence"	Massilia
ASV463	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone Otu01721 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV464	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	jeikeium	"Uncultured Corynebacterium sp. clone cafs122 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV465	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV466	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus		"Fructobacillus fructosus strain DPC7235 16S ribosomal RNA gene, partial sequence"	Fructobacillus
ASV467	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Family_Blastocatellaceae		"Uncultured bacterium clone Otu945 16S ribosomal RNA gene, partial sequence"	Family_Blastocatellaceae
ASV468	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV469	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga		"Microvirga sp. strain G2S-M1-66 16S ribosomal RNA gene, partial sequence"	Microvirga
ASV470	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Family_Comamonadaceae		"Uncultured bacterium clone MPG-bac60 16S ribosomal RNA gene, partial sequence"	Family_Comamonadaceae
ASV471	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Streptomyces sp. strain KD-02 16S ribosomal RNA gene, partial sequence"	Streptomyces
ASV472	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Pseudomonas fragi strain JX-1 16S ribosomal RNA gene, partial sequence"	Pseudomonas
ASV473	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV474	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Family_Comamonadaceae		"Aquabacterium sp. JCM 13878 gene for 16S rRNA, partial sequence"	Family_Comamonadaceae
ASV475	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	odoratus	"Myroides odoratus strain T34C1 16S ribosomal RNA gene, partial sequence"	Myroides
ASV476	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia		"Uncultured bacterium clone 1479 16S ribosomal RNA gene, partial sequence"	Nevskia
ASV477	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	aquatilis	"Reyranella aquatilis strain FW305-C-30-S10 16S ribosomal RNA gene, partial sequence"	Reyranella
ASV478	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Family_Rhizobiaceae		"Mesorhizobium sp. strain BPS25 16S ribosomal RNA gene, partial sequence"	Family_Rhizobiaceae
ASV479	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	albidiflava	"Massilia flava strain YBQ2 16S ribosomal RNA gene, partial sequence"	Massilia
ASV480	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sycopsis sinensis chloroplast, complete genome"	Order_Chloroplast
ASV481	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Teesdalia nudicaulis chloroplast, complete genome"	Order_Chloroplast
ASV482	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		"Rhodococcus sp. strain Voy40th21a-4 16S ribosomal RNA gene, partial sequence"	Rhodococcus
ASV483	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium		"Sphingobium sp. strain RC42 16S ribosomal RNA gene, partial sequence"	Sphingobium
ASV484	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone A1192 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV485	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured bacterium clone Otu00014 16S ribosomal RNA gene, partial sequence"	Order_Chloroplast
ASV486	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured bacterium clone 16S_rRNA_OTU_837075 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm5
ASV487	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus		"Geobacillus subterraneus strain CPW16 chromosome, complete genome"	Geobacillus
ASV488	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners	"Lactobacillus iners strain C0094A1 chromosome, complete genome"	Lactobacillus
ASV489	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Lactobacillus kunkeei strain G1-6-12 16S ribosomal RNA gene, partial sequence"	Lactobacillus kunkeei
ASV490	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella		"Enterobacter sp. strain M5 16S ribosomal RNA gene, partial sequence"	Klebsiella
ASV491	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aliihoeflea		"Uncultured bacterium clone CP_Otu1010 16S ribosomal RNA gene, partial sequence"	Aliihoeflea
ASV492	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Order_Kapabacteriales	Order_Kapabacteriales		"Uncultured bacterium clone OTU8_DOL1.39118 16S ribosomal RNA gene, partial sequence"	Order_Kapabacteriales
ASV493	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Lotus japonicus B-129 mitochondrial DNA, complete genome"	Family_Mitochondria
ASV494	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus		"Jeotgalicoccus sp. strain L31 16S ribosomal RNA gene, partial sequence"	Jeotgalicoccus
ASV495	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Brachypodium distachyon genome assembly, organelle: plastid:chloroplast"	Order_Chloroplast
ASV496	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV497	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus		"Uncultured bacterium clone NT61g1_20041 16S ribosomal RNA gene, partial sequence"	Geodermatophilus
ASV498	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter		"Uncultured bacterium clone C00113.1 16S ribosomal RNA gene, partial sequence"	Hymenobacter
ASV499	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga		"Hydrogenophaga sp. Ri2Pw_6039 gene for 16S rRNA, partial sequence"	Hydrogenophaga
ASV500	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV501	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		"Uncultured Staphylococcus sp. clone MN3211_D4 16S ribosomal RNA gene, partial sequence"	Staphylococcus
ASV502	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV503	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		"Enterococcus faecium strain BG 16S ribosomal RNA gene, partial sequence"	Enterococcus
ASV504	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	sedimentorum	"Romboutsia sedimentorum strain CBA7519 16S ribosomal RNA gene, partial sequence"	Romboutsia
ASV505	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV506	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Uncultured bacterium clone ASV126 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV507	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured cryptophyte clone 1864 small subunit ribosomal RNA gene, partial sequence; chloroplast"	Order_Chloroplast
ASV508	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea		"Bosea sp. strain UFLA01-841 16S ribosomal RNA gene, partial sequence"	Bosea
ASV509	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus		"Uncultured bacterium clone M01598_122_000000000-ADV8A_1_1106_26708_15040 16S ribosomal RNA gene, partial sequence"	Ammoniphilus
ASV510	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis		"Nocardiopsis prasina strain M-530 16S ribosomal RNA gene, partial sequence"	Nocardiopsis
ASV511	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Phoenix dactylifera cultivar Naghal mitochondrion, complete genome"	Family_Mitochondria
ASV512	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured bacterium clone 16S_rRNA_OTU_826331 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm4
ASV513	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	kroppenstedtii	"Corynebacterium kroppenstedtii strain 863 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV514	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter		"Betaproteobacteria bacterium strain SBR_10 16S ribosomal RNA gene, partial sequence"	Curvibacter
ASV515	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	haifense	"Chryseobacterium sp. strain SNU WT7 chromosome, complete genome"	Chryseobacterium
ASV516	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Pouzolzia sanguinea var. elegans voucher Po11 chloroplast, complete genome"	Order_Chloroplast
ASV517	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Sonchus asper isolate VIL-1 chloroplast, complete genome"	Order_Chloroplast
ASV518	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		"Paenibacillus sp. strain T218 16S ribosomal RNA gene, partial sequence"	Paenibacillus
ASV519	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus		"Uncultured bacterium clone 16S_rRNA_OTU_OTU699 16S ribosomal RNA gene, partial sequence"	Arsenophonus
ASV520	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Family_Fimbriimonadaceae		"Uncultured Fimbriimonadaceae bacterium clone MS_A-G12 16S ribosomal RNA gene, partial sequence"	Family_Fimbriimonadaceae
ASV521	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Ruaniaceae	Ruania		"Uncultured bacterium clone A271 16S ribosomal RNA gene, partial sequence"	Ruania
ASV522	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Family_Enterobacteriaceae		"Enterobacter cloacae strain R16 16S ribosomal RNA gene, partial sequence"	Family_Enterobacteriaceae
ASV523	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Rotheca serrata mitochondrion, complete genome"	Family_Mitochondria
ASV524	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	astaxanthinifaciens	"Pseudorhodoplanes sinuspersici strain R3-7-1 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV525	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Aliicoccus		"Uncultured Aliicoccus sp. clone OTU68 16S ribosomal RNA gene, partial sequence"	Aliicoccus
ASV526	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella		"Weissella confusa strain UG 16S ribosomal RNA gene, partial sequence"	Weissella
