	Kingdom	Phylum	Class	Order	Family	Genus	Species	Blast	Annotated
ASV678	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia		"Uncultured bacterium clone BICP407 16S ribosomal RNA gene, partial sequence"	Stackebrandtia
ASV679	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Alsobacter	metallidurans	"Rhizobiales bacterium Se3Pw_3530 gene for 16S rRNA, partial sequence"	Alsobacter
ASV680	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Pseudomonas oleovorans strain SD4-2 16S ribosomal RNA gene, partial sequence"	Pseudomonas
ASV681	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	Family_Ardenticatenaceae		"Uncultured Chloroflexi bacterium clone GSY-XJ98 16S ribosomal RNA gene, partial sequence"	Family_Ardenticatenaceae
ASV682	Bacteria	Chloroflexi	KD4-96	Class_KD4-96	Class_KD4-96	Class_KD4-96		"Uncultured bacterium clone dongzy2tff21543 16S ribosomal RNA gene, partial sequence"	Class_KD4-96
ASV683	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter		"Curvibacter sp. strain SRS-179-F-2019 16S ribosomal RNA gene, partial sequence"	Curvibacter
ASV684	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Order_Enterobacterales	Order_Enterobacterales		"Enterobacteriaceae bacterium BA-234 gene for 16S ribosomal RNA, partial sequence"	Order_Enterobacterales
ASV685	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella		"Nakamurella sp. strain N5BH11 16S ribosomal RNA gene, partial sequence"	Nakamurella
ASV686	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella		"Uncultured prokaryote clone Illumina_2357 16S ribosomal RNA gene, partial sequence"	Methylocella
ASV687	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	muris	"Brachybacterium muris BKA12 gene for 16S ribosomal RNA, partial sequence"	Brachybacterium
ASV688	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus		"Uncultured bacterium clone 3872653_AL238_422296 16S ribosomal RNA gene, partial sequence"	Ammoniphilus
ASV689	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Order_Gaiellales	Order_Gaiellales		"Uncultured bacterium clone 2007WL_16S_OTU_4609 16S ribosomal RNA gene, partial sequence"	Order_Gaiellales
ASV690	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Pilimelia sp. strain InS606 16S ribosomal RNA gene, partial sequence"	Streptomyces
ASV691	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		"Bacillus velezensis strain XC1 16S ribosomal RNA gene, partial sequence"	Bacillus
ASV692	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured bacterium clone A59 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV693	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Methylorubrum extorquens strain B44 16S ribosomal RNA gene, partial sequence"	Methylobacterium-Methylorubrum
ASV694	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		"Uncultured Deinococcus sp. clone OTU_430 16S ribosomal RNA gene, partial sequence"	Deinococcus
ASV695	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Nocardioides sp. strain MA67 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV696	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Herbiconiux		"Herbiconiux sp. SALV-R1 chromosome, complete genome"	Herbiconiux
ASV697	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella		"Uncultured bacterium clone OTU57_Control_WM1_A.15561 16S ribosomal RNA gene, partial sequence"	Fonticella
ASV698	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Family_Carnobacteriaceae		"Uncultured prokaryote clone Otu00137 16S ribosomal RNA gene, partial sequence"	Family_Carnobacteriaceae
ASV699	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera		"Uncultured bacterium clone 2-54 16S ribosomal RNA gene, partial sequence"	Lacunisphaera
ASV700	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium		"Uncultured bacterium clone NC2F1f11_6816 16S ribosomal RNA gene, partial sequence"	Bradyrhizobium
ASV701	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Arhodomonas		"Uncultured bacterium clone OTU_210 16S ribosomal RNA gene, partial sequence"	Arhodomonas
ASV702	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured organism clone ELU0143-T325-S-NIPCRAMgANa_000259 small subunit ribosomal RNA gene, partial sequence"	Nocardioides
ASV703	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	kroppenstedtii	"Corynebacterium kroppenstedtii strain 863 16S ribosomal RNA gene, partial sequence"	Corynebacterium
ASV704	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Primula bulleyana chloroplast, complete genome"	Order_Chloroplast
ASV705	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Peronospora effusa isolate R14 mitochondrion, complete genome"	Family_Mitochondria
ASV706	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Family_67-14		"Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:17173"	Family_67-14
ASV707	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone OTU253 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV708	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Family_Planococcaceae		"Uncultured microorganism clone uncultured_Bacillales_OTU0033 16S ribosomal RNA gene, partial sequence"	Family_Planococcaceae
ASV709	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Family_Acetobacteraceae		"Uncultured bacterium clone AD159 16S ribosomal RNA gene, partial sequence"	Family_Acetobacteraceae
ASV710	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Methylobacterium sp. BA-264 gene for 16S ribosomal RNA, partial sequence"	Methylobacterium-Methylorubrum
ASV711	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone 2007WL_16S_OTU_1156 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV712	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		"Mycobacterium sp. SO-144 gene for 16S ribosomal RNA, partial sequence"	Mycobacterium
ASV713	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum		"Uncultured bacterium clone OTU11318_AL210_144071 16S ribosomal RNA gene, partial sequence"	Rhodovastum
ASV714	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas		"Uncultured prokaryote clone Otu03387 16S ribosomal RNA gene, partial sequence"	Pseudoxanthomonas
ASV715	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		"Uncultured bacterium clone A1811 16S ribosomal RNA gene, partial sequence"	Deinococcus
ASV716	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina		"Uncultured bacterium clone ASV133 16S ribosomal RNA gene, partial sequence"	Sporosarcina
ASV717	Bacteria	Gemmatimonadota	S0134 terrestrial group	Class_S0134 terrestrial group	Class_S0134 terrestrial group	Class_S0134 terrestrial group		"Uncultured bacterium clone dongzy2tff25817 16S ribosomal RNA gene, partial sequence"	Class_S0134 terrestrial group
ASV718	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Uncultured bacterium clone denovo15315 16S ribosomal RNA gene, partial sequence"	Solirubrobacter
ASV719	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus		"Geminicoccus sp. strain CPCC 101082T 16S ribosomal RNA gene, partial sequence"	Geminicoccus
ASV720	Bacteria	Cyanobacteria	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Candidatus Obscuribacter		"Uncultured bacterium clone ASBud39 16S ribosomal RNA gene, partial sequence"	Candidatus Obscuribacter
ASV721	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes		"Uncultured bacterium clone OTU567_Control_T3.32598 16S ribosomal RNA gene, partial sequence"	Rhodoplanes
ASV722	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	Family_67-14		"Uncultured bacterium clone OTU_1398 16S ribosomal RNA gene, partial sequence"	Family_67-14
ASV723	Bacteria	Chloroflexi	Chloroflexia	Elev-1554	Order_Elev-1554	Order_Elev-1554		"Uncultured bacterium clone OTU_7313 16S ribosomal RNA gene, partial sequence"	Order_Elev-1554
ASV724	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	Family_Micropepsaceae		"Uncultured Rhizomicrobium sp. partial 16S rRNA gene, OTU07009"	Family_Micropepsaceae
ASV725	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Family_Bacillaceae		"Uncultured bacterium clone denovo10750 16S ribosomal RNA gene, partial sequence"	Family_Bacillaceae
ASV726	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter		"Uncultured bacterium clone denovo17422 16S ribosomal RNA gene, partial sequence"	Rubrobacter
ASV727	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"Uncultured bacterium clone A1195 16S ribosomal RNA gene, partial sequence"	Solirubrobacter
ASV728	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter		"Uncultured bacterium clone dongzy2tff32253 16S ribosomal RNA gene, partial sequence"	Rubrobacter
ASV729	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		"16S rRNA amplicon fragment from a soil sample (ferralsol, Madagascar) resulting from a 16 days laboratory incubation experiment in the presence of 13C-enriched wheat-straw and a tropical peregrine endogeic earthworm, Pontoscolex corethrurus: Light-DNA fraction (DNA-SIP technique)"	Microbacterium
ASV730	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Order_Gaiellales	Order_Gaiellales		uncultured Gaiellales bacterium partial 16S rRNA gene	Order_Gaiellales
ASV731	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Chelidonium majus chloroplast, complete genome"	Order_Chloroplast
ASV732	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter		"16S rRNA amplicon fragment from a soil sample (ferralsol, Madagascar) resulting from a 16 days laboratory incubation experiment in the presence of 13C-enriched wheat-straw : Light-DNA fraction (DNA-SIP technique)"	Solirubrobacter
ASV733	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium		"Dactylosporangium sp. strain YIM 132054 16S ribosomal RNA gene, partial sequence"	Dactylosporangium
ASV734	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax		"Uncultured bacterium clone OTU_696 16S ribosomal RNA gene, partial sequence"	Alcanivorax
ASV735	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		"Uncultured bacterium clone OTU10_Control_A2.18183 16S ribosomal RNA gene, partial sequence"	Anaeromyxobacter
ASV736	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Family_Thermoactinomycetaceae		"Uncultured prokaryote clone Illumina_147 16S ribosomal RNA gene, partial sequence"	Family_Thermoactinomycetaceae
ASV737	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus		"Uncultured bacterium clone ncd270e03c1 16S ribosomal RNA gene, partial sequence"	Microlunatus
ASV738	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Parviterribacter		"Uncultured bacterium clone 2007WL_16S_OTU_1450 16S ribosomal RNA gene, partial sequence"	Parviterribacter
ASV739	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1		uncultured bacterium partial 16S rRNA gene	Clostridium sensu stricto 1
ASV740	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Phytophthora captiosa culture ICMP:17567 mitochondrion, complete genome"	Family_Mitochondria
ASV741	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia		"Uncultured bacterium clone OTU_6726 16S ribosomal RNA gene, partial sequence"	Iamia
ASV742	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Family_Beijerinckiaceae		"Uncultured bacterium clone ncd2590c07c1 16S ribosomal RNA gene, partial sequence"	Family_Beijerinckiaceae
ASV743	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium		"Uncultured bacterium clone nbw1089b08c1 16S ribosomal RNA gene, partial sequence"	Acidiphilium
ASV744	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces		"Streptomyces sp. QMT-12 chromosome, complete genome"	Streptomyces
ASV745	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Order_Gaiellales	Order_Gaiellales		"Uncultured bacterium clone 1.3G_156364 16S ribosomal RNA gene, partial sequence"	Order_Gaiellales
ASV746	Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter		"Uncultured bacterium clone OTU_1637 16S ribosomal RNA gene, partial sequence"	Angustibacter
ASV747	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora		"Uncultured bacterium clone A2018 16S ribosomal RNA gene, partial sequence"	Saccharopolyspora
ASV748	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Lapillicoccus		"Janibacter alkaliphilus strain JK51 16S ribosomal RNA gene, partial sequence"	Lapillicoccus
ASV749	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42		"Uncultured bacterium clone OTU_14216 16S ribosomal RNA gene, partial sequence"	P3OB-42
ASV750	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Family_Mitochondria		"Hesperocyparis glabra clone HesN57 small subunit ribosomal RNA (rrnS) gene, complete sequence; mitochondrial"	Family_Mitochondria
ASV751	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	stomatis	"Peptostreptococcus stomatis strain KCOM 1965 (= ChDC B49) 16S ribosomal RNA gene, partial sequence"	Peptostreptococcus
ASV752	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		"Mycolicibacterium sp. strain YH-1 16S ribosomal RNA gene, partial sequence"	Mycobacterium
ASV753	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		"Microbacterium esteraromaticum strain Y10-1 16S ribosomal RNA gene, partial sequence"	Microbacterium
ASV754	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Order_Rhizobiales	Order_Rhizobiales		"Uncultured bacterium clone OTU43715_AL240_250804 16S ribosomal RNA gene, partial sequence"	Order_Rhizobiales
ASV755	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Allostreptomyces		"Streptomyces sp. strain PN2-B03P2-22 16S ribosomal RNA gene, partial sequence"	Allostreptomyces
ASV756	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus		"Uncultured bacterium clone LL143-3G10 16S ribosomal RNA gene, partial sequence"	Ornithinicoccus
ASV757	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium		"Faecalibacterium prausnitzii A2-165 strain JCM 31915 chromosome, complete genome"	Faecalibacterium
ASV758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium		"Uncultured bacterium clone 2007WL_16S_OTU_3469 16S ribosomal RNA gene, partial sequence"	Pedomicrobium
ASV759	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Corticibacterium	populi	"Corticibacterium sp. strain GER13 16S ribosomal RNA gene, partial sequence"	Corticibacterium
ASV760	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Order_Chloroplast	Order_Chloroplast		"Uncultured cyanobacterium partial 16S rRNA gene, DGGE gel band 138RL_15g"	Order_Chloroplast
ASV761	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade		"Uncultured bacterium clone 09487 16S ribosomal RNA gene, partial sequence"	OM27 clade
ASV762	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Family_Gemmatimonadaceae		"Uncultured bacterium phylotype31 gene for 16S ribosomal RNA, partial sequence"	Family_Gemmatimonadaceae
ASV763	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax		"Uncultured bacterium clone 2.7G_305907 16S ribosomal RNA gene, partial sequence"	Anaerovorax
ASV764	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter		"Uncultured bacterium clone OTU_604 16S ribosomal RNA gene, partial sequence"	Conexibacter
ASV765	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus		"Uncultured bacterium clone 352_TC26_117 16S ribosomal RNA gene, partial sequence"	Tumebacillus
ASV766	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone OTU_680 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV767	Bacteria	Firmicutes	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter		"Uncultured bacterium clone 13000 16S ribosomal RNA gene, partial sequence"	Oxobacter
ASV768	Bacteria	Firmicutes	Clostridia	Hungateiclostridiaceae	Ruminiclostridium	Family_Ruminiclostridium		"Uncultured bacterium clone OTU1899_P_sMFC_T4.32484 16S ribosomal RNA gene, partial sequence"	Family_Ruminiclostridium
ASV769	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group		"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: NSD97"	NK4A214 group
ASV770	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia		"Uncultured bacterium clone OTU74 16S ribosomal RNA gene, partial sequence"	Burkholderia-Caballeronia-Paraburkholderia
ASV771	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		"Uncultured bacterium clone dongzy2tff16659 16S ribosomal RNA gene, partial sequence"	Pseudonocardia
ASV772	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		"Rhodococcus qingshengii strain 367-6 16S ribosomal RNA gene, partial sequence."	Rhodococcus
ASV773	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia		"Uncultured bacterium clone 839 16S ribosomal RNA gene, partial sequence"	Iamia
ASV774	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Family_Rhizobiales Incertae Sedis		"Uncultured bacterium clone BH2-A04 16S ribosomal RNA gene, partial sequence"	Family_Rhizobiales Incertae Sedis
ASV775	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis		"Uncultured bacterium clone Otu175 16S ribosomal RNA gene, partial sequence"	Nocardiopsis
ASV776	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		"Pseudomonas fulva strain K3 16S ribosomal RNA gene, partial sequence"	Pseudomonas
ASV777	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria		"Bacterium strain BDNCK 16S ribosomal RNA gene, partial sequence"	Kocuria
ASV778	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured bacterium clone OTU956_DOL1.32813 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV779	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	fontinalis	"Uncultured bacterium clone dryAD359 16S ribosomal RNA gene, partial sequence"	Cohnella
ASV780	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia		"Massilia consociata strain OsEnb_ALM_C6 16S ribosomal RNA gene, partial sequence"	Massilia
ASV781	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	Family_AKIW781		"Uncultured bacterium clone denovo1391 16S ribosomal RNA gene, partial sequence"	Family_AKIW781
ASV782	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter		"Uncultured bacterium clone RH1-X2 16S ribosomal RNA gene, partial sequence"	Endobacter
ASV783	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Hazenella		"Uncultured bacterium clone dryAD2383 16S ribosomal RNA gene, partial sequence"	Hazenella
ASV784	Bacteria	Proteobacteria	Alphaproteobacteria	Class_Alphaproteobacteria	Class_Alphaproteobacteria	Class_Alphaproteobacteria		"Uncultured bacterium clone 1.1G_59396 16S ribosomal RNA gene, partial sequence"	Class_Alphaproteobacteria
ASV785	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII UCG-001		"Uncultured Anaerovorax sp. clone 7748 16S ribosomal RNA gene, partial sequence"	Family XIII UCG-001
ASV786	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Order_0319-6G20	Order_0319-6G20		"Uncultured bacterium clone 22445 16S ribosomal RNA gene, partial sequence"	Order_0319-6G20
ASV787	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	Family_JG30-KF-CM45		"Uncultured bacterium clone U1340 16S ribosomal RNA gene, partial sequence"	Family_JG30-KF-CM45
ASV788	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter		"Uncultured bacterium clone denovo36004 16S ribosomal RNA gene, partial sequence"	Chthoniobacter
ASV789	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147		"Uncultured bacterium clone 1083555New.CleanUp.RefOTU8978 16S ribosomal RNA gene, partial sequence"	YC-ZSS-LKJ147
ASV790	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Family_Beijerinckiaceae		"Uncultured bacterium clone 2.8G_29929 16S ribosomal RNA gene, partial sequence"	Family_Beijerinckiaceae
ASV791	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium		"Uncultured bacterium clone ncd2324c02c1 16S ribosomal RNA gene, partial sequence"	Rubellimicrobium
ASV792	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum		"Uncultured prokaryote clone OTU_881 16S ribosomal RNA gene, partial sequence"	Acetitomaculum
ASV793	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Shimazuella	kribbensis	"Uncultured prokaryote clone 1392 16S ribosomal RNA gene, partial sequence"	Shimazuella
ASV794	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	namnetense	"Cutibacterium sp. DSM 101006 16S ribosomal RNA gene, partial sequence"	Cutibacterium
ASV795	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		"Uncultured bacterium clone denovo39601 16S ribosomal RNA gene, partial sequence"	Lactobacillus Firm5
ASV796	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Robbsia		"Robbsia sp. strain AF23C3 16S ribosomal RNA gene, partial sequence"	Robbsia
ASV797	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		"Uncultured bacterium clone 11480 16S ribosomal RNA gene, partial sequence"	Nocardioides
ASV798	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Luteococcus		Uncultured Unclassified bacterium 16S rRNA gene from clone QEDR3CD12	Luteococcus
ASV799	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Sphingomonas sp. Ri1Pt_3808 gene for 16S rRNA, partial sequence"	Sphingomonas
ASV800	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus		"Aerococcus viridans strain 4448 16S ribosomal RNA gene, partial sequence"	Aerococcus
ASV801	Bacteria	Actinobacteriota	Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia	Class_Acidimicrobiia		"Uncultured prokaryote clone 10280 16S ribosomal RNA gene, partial sequence"	Class_Acidimicrobiia
ASV802	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia		"Devosia sp. strain DSP2 16S ribosomal RNA gene, partial sequence"	Devosia
ASV803	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		"Uncultured Sphingomonas sp. clone OTU244 16S ribosomal RNA gene, partial sequence"	Sphingomonas
ASV804	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1		"Uncultured bacterium clone OTU_6552 16S ribosomal RNA gene, partial sequence"	1959-1
ASV805	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Williamsia		"Uncultured bacterium clone A1063 16S ribosomal RNA gene, partial sequence"	Williamsia
ASV806	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		"Uncultured prokaryote clone Illumina_1950 16S ribosomal RNA gene, partial sequence"	Marmoricola
ASV807	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum		"Methylobacterium sp. LE-141 gene for 16S ribosomal RNA, partial sequence"	Methylobacterium-Methylorubrum
ASV808	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter		"Uncultured prokaryote clone 17310 16S ribosomal RNA gene, partial sequence"	Turicibacter
